,PASSING,RUSHING,MISC,position,player_name,week,RECEIVING,Player,FG,FGA,XPT,FPTS,SACK,INT,FR,FF,TD,SAFETY,PA,YDS AGN
J.J. McCarthy MIN,30.3,18.1,204.1,QB,J.J. McCarthy MIN,16,,,,,,,,,,,,,,
Marcus Mariota WAS,30.7,18.4,207.4,QB,Marcus Mariota WAS,16,,,,,,,,,,,,,,
Aaron Rodgers PIT,32.8,21.3,236.2,QB,Aaron Rodgers PIT,16,,,,,,,,,,,,,,
Bryce Young CAR,31.3,19.8,207.2,QB,Bryce Young CAR,16,,,,,,,,,,,,,,
Matthew Stafford LAR,33.2,21.9,234.8,QB,Matthew Stafford LAR,16,,,,,,,,,,,,,,
Kirk Cousins ATL,32.2,20.7,237.3,QB,Kirk Cousins ATL,16,,,,,,,,,,,,,,
Sam Darnold SEA,30.7,20.5,241.8,QB,Sam Darnold SEA,16,,,,,,,,,,,,,,
Gardner Minshew II KC,32.9,19.7,224.4,QB,Gardner Minshew II KC,16,,,,,,,,,,,,,,
Quinn Ewers MIA,29.8,18.1,191.0,QB,Quinn Ewers MIA,16,,,,,,,,,,,,,,
Shedeur Sanders CLE,30.1,16.8,187.9,QB,Shedeur Sanders CLE,16,,,,,,,,,,,,,,
Geno Smith LV,29.4,18.6,196.1,QB,Geno Smith LV,16,,,,,,,,,,,,,,
Cam Ward TEN,31.1,19.0,188.1,QB,Cam Ward TEN,16,,,,,,,,,,,,,,
Philip Rivers IND,27.5,17.9,169.7,QB,Philip Rivers IND,16,,,,,,,,,,,,,,
Brady Cook NYJ,24.3,14.3,158.1,QB,Brady Cook NYJ,16,,,,,,,,,,,,,,
Tyrod Taylor NYJ,7.4,4.5,46.2,QB,Tyrod Taylor NYJ,16,,,,,,,,,,,,,,
Mac Jones SF,0.7,0.5,5.8,QB,Mac Jones SF,16,,,,,,,,,,,,,,
Spencer Rattler NO,0.9,0.5,5.5,QB,Spencer Rattler NO,16,,,,,,,,,,,,,,
Joe Flacco CIN,0.8,0.6,5.3,QB,Joe Flacco CIN,16,,,,,,,,,,,,,,
Malik Willis GB,0.6,0.4,4.6,QB,Malik Willis GB,16,,,,,,,,,,,,,,
Tyler Huntley BAL,0.6,0.4,4.3,QB,Tyler Huntley BAL,16,,,,,,,,,,,,,,
Davis Mills HOU,0.7,0.5,4.9,QB,Davis Mills HOU,16,,,,,,,,,,,,,,
Brett Rypien IND,1.2,0.7,7.9,QB,Brett Rypien IND,16,,,,,,,,,,,,,,
Joshua Dobbs NE,0.6,0.4,4.8,QB,Joshua Dobbs NE,16,,,,,,,,,,,,,,
Joe Milton III DAL,0.8,0.5,5.1,QB,Joe Milton III DAL,16,,,,,,,,,,,,,,
Mitchell Trubisky BUF,0.6,0.4,4.2,QB,Mitchell Trubisky BUF,16,,,,,,,,,,,,,,
Anthony Richardson Sr. IND,0.6,0.4,4.3,QB,Anthony Richardson Sr. IND,16,,,,,,,,,,,,,,
Drew Lock SEA,0.6,0.4,4.6,QB,Drew Lock SEA,16,,,,,,,,,,,,,,
Tanner McKee PHI,0.6,0.4,4.5,QB,Tanner McKee PHI,16,,,,,,,,,,,,,,
Tyson Bagent CHI,0.7,0.4,4.3,QB,Tyson Bagent CHI,16,,,,,,,,,,,,,,
Mason Rudolph PIT,0.6,0.4,4.3,QB,Mason Rudolph PIT,16,,,,,,,,,,,,,,
Jameis Winston NYG,0.7,0.4,4.1,QB,Jameis Winston NYG,16,,,,,,,,,,,,,,
Jarrett Stidham DEN,0.7,0.5,4.4,QB,Jarrett Stidham DEN,16,,,,,,,,,,,,,,
Jimmy Garoppolo LAR,0.7,0.5,4.5,QB,Jimmy Garoppolo LAR,16,,,,,,,,,,,,,,
Nick Mullens JAC,0.6,0.4,4.0,QB,Nick Mullens JAC,16,,,,,,,,,,,,,,
Andy Dalton CAR,0.6,0.4,4.1,QB,Andy Dalton CAR,16,,,,,,,,,,,,,,
Trey Lance LAC,0.7,0.4,4.9,QB,Trey Lance LAC,16,,,,,,,,,,,,,,
Teddy Bridgewater TB,0.7,0.4,4.6,QB,Teddy Bridgewater TB,16,,,,,,,,,,,,,,
Brandon Allen TEN,0.6,0.4,3.6,QB,Brandon Allen TEN,16,,,,,,,,,,,,,,
Josh Johnson WAS,1.0,0.5,5.0,QB,Josh Johnson WAS,16,,,,,,,,,,,,,,
Dillon Gabriel CLE,0.7,0.4,3.6,QB,Dillon Gabriel CLE,16,,,,,,,,,,,,,,
Kenny Pickett LV,0.7,0.4,3.9,QB,Kenny Pickett LV,16,,,,,,,,,,,,,,
Max Brosmer MIN,0.6,0.4,4.2,QB,Max Brosmer MIN,16,,,,,,,,,,,,,,
Kyle Allen DET,0.4,0.3,2.7,QB,Kyle Allen DET,16,,,,,,,,,,,,,,
Riley Leonard IND,0.1,0.1,0.4,QB,Riley Leonard IND,16,,,,,,,,,,,,,,
Kyle Trask ATL,0.0,0.0,0.0,QB,Kyle Trask ATL,16,,,,,,,,,,,,,,
Zach Wilson MIA,0.0,0.0,0.0,QB,Zach Wilson MIA,16,,,,,,,,,,,,,,
Hendon Hooker NYJ,0.0,0.0,0.0,QB,Hendon Hooker NYJ,16,,,,,,,,,,,,,,
Jahmyr Gibbs DET,,15.1,0.8,RB,Jahmyr Gibbs DET,16,80.4,,,,,,,,,,,,,
De'Von Achane MIA,,16.8,0.6,RB,De'Von Achane MIA,16,90.9,,,,,,,,,,,,,
Bijan Robinson ATL,,17.6,0.6,RB,Bijan Robinson ATL,16,92.8,,,,,,,,,,,,,
Christian McCaffrey SF,,17.3,0.7,RB,Christian McCaffrey SF,16,64.8,,,,,,,,,,,,,
Jonathan Taylor IND,,21.0,0.8,RB,Jonathan Taylor IND,16,102.4,,,,,,,,,,,,,
Saquon Barkley PHI,,18.6,0.5,RB,Saquon Barkley PHI,16,85.9,,,,,,,,,,,,,
James Cook III BUF,,18.4,0.7,RB,James Cook III BUF,16,90.7,,,,,,,,,,,,,
Josh Jacobs GB,,17.3,0.8,RB,Josh Jacobs GB,16,76.0,,,,,,,,,,,,,
Chase Brown CIN,,13.4,0.3,RB,Chase Brown CIN,16,57.1,,,,,,,,,,,,,
Derrick Henry BAL,,16.1,0.8,RB,Derrick Henry BAL,16,78.4,,,,,,,,,,,,,
Bucky Irving TB,,15.0,0.4,RB,Bucky Irving TB,16,67.1,,,,,,,,,,,,,
Travis Etienne Jr. JAC,,16.9,0.5,RB,Travis Etienne Jr. JAC,16,66.0,,,,,,,,,,,,,
Javonte Williams DAL,,16.3,0.6,RB,Javonte Williams DAL,16,72.0,,,,,,,,,,,,,
Ashton Jeanty LV,,14.3,0.3,RB,Ashton Jeanty LV,16,51.9,,,,,,,,,,,,,
Quinshon Judkins CLE,,16.7,0.5,RB,Quinshon Judkins CLE,16,71.2,,,,,,,,,,,,,
TreVeyon Henderson NE,,13.0,0.4,RB,TreVeyon Henderson NE,16,60.5,,,,,,,,,,,,,
Rico Dowdle CAR,,14.4,0.4,RB,Rico Dowdle CAR,16,64.5,,,,,,,,,,,,,
RJ Harvey DEN,,12.3,0.5,RB,RJ Harvey DEN,16,49.6,,,,,,,,,,,,,
Kyren Williams LAR,,14.4,0.5,RB,Kyren Williams LAR,16,60.4,,,,,,,,,,,,,
Breece Hall NYJ,,15.2,0.3,RB,Breece Hall NYJ,16,63.9,,,,,,,,,,,,,
Omarion Hampton LAC,,12.6,0.5,RB,Omarion Hampton LAC,16,56.2,,,,,,,,,,,,,
Kenneth Gainwell PIT,,8.6,0.3,RB,Kenneth Gainwell PIT,16,36.5,,,,,,,,,,,,,
Jaylen Warren PIT,,13.3,0.4,RB,Jaylen Warren PIT,16,53.7,,,,,,,,,,,,,
D'Andre Swift CHI,,13.6,0.4,RB,D'Andre Swift CHI,16,56.6,,,,,,,,,,,,,
Aaron Jones Sr. MIN,,11.6,0.2,RB,Aaron Jones Sr. MIN,16,58.4,,,,,,,,,,,,,
Tyrone Tracy Jr. NYG,,14.3,0.3,RB,Tyrone Tracy Jr. NYG,16,56.8,,,,,,,,,,,,,
Tony Pollard TEN,,15.6,0.3,RB,Tony Pollard TEN,16,60.4,,,,,,,,,,,,,
Kenneth Walker III SEA,,12.5,0.3,RB,Kenneth Walker III SEA,16,51.3,,,,,,,,,,,,,
Michael Carter ARI,,11.3,0.2,RB,Michael Carter ARI,16,46.5,,,,,,,,,,,,,
Kareem Hunt KC,,10.9,0.5,RB,Kareem Hunt KC,16,40.0,,,,,,,,,,,,,
Audric Estime NO,,12.0,0.3,RB,Audric Estime NO,16,47.0,,,,,,,,,,,,,
Kimani Vidal LAC,,9.8,0.3,RB,Kimani Vidal LAC,16,42.5,,,,,,,,,,,,,
Chuba Hubbard CAR,,10.2,0.2,RB,Chuba Hubbard CAR,16,38.7,,,,,,,,,,,,,
David Montgomery DET,,8.9,0.4,RB,David Montgomery DET,16,37.9,,,,,,,,,,,,,
Kyle Monangai CHI,,10.8,0.4,RB,Kyle Monangai CHI,16,43.5,,,,,,,,,,,,,
Rhamondre Stevenson NE,,8.5,0.3,RB,Rhamondre Stevenson NE,16,31.9,,,,,,,,,,,,,
Zach Charbonnet SEA,,10.2,0.4,RB,Zach Charbonnet SEA,16,38.1,,,,,,,,,,,,,
Tyjae Spears TEN,,5.5,0.1,RB,Tyjae Spears TEN,16,22.2,,,,,,,,,,,,,
Jordan Mason MIN,,9.6,0.3,RB,Jordan Mason MIN,16,49.9,,,,,,,,,,,,,
Isiah Pacheco KC,,9.6,0.2,RB,Isiah Pacheco KC,16,41.4,,,,,,,,,,,,,
Nick Chubb HOU,,9.4,0.3,RB,Nick Chubb HOU,16,41.8,,,,,,,,,,,,,
Tyler Allgeier ATL,,7.9,0.4,RB,Tyler Allgeier ATL,16,33.4,,,,,,,,,,,,,
Evan Hull NO,,8.4,0.2,RB,Evan Hull NO,16,33.2,,,,,,,,,,,,,
Chris Rodriguez Jr. WAS,,10.6,0.3,RB,Chris Rodriguez Jr. WAS,16,45.8,,,,,,,,,,,,,
Blake Corum LAR,,9.7,0.3,RB,Blake Corum LAR,16,41.1,,,,,,,,,,,,,
Emari Demercado ARI,,5.9,0.2,RB,Emari Demercado ARI,16,29.8,,,,,,,,,,,,,
Jawhar Jordan HOU,,7.8,0.2,RB,Jawhar Jordan HOU,16,33.0,,,,,,,,,,,,,
Samaje Perine CIN,,8.0,0.2,RB,Samaje Perine CIN,16,35.3,,,,,,,,,,,,,
Devin Singletary NYG,,9.5,0.3,RB,Devin Singletary NYG,16,34.3,,,,,,,,,,,,,
Keaton Mitchell BAL,,6.2,0.2,RB,Keaton Mitchell BAL,16,32.1,,,,,,,,,,,,,
Jacory Croskey-Merritt WAS,,8.8,0.2,RB,Jacory Croskey-Merritt WAS,16,36.5,,,,,,,,,,,,,
Ty Johnson BUF,,2.4,0.1,RB,Ty Johnson BUF,16,12.4,,,,,,,,,,,,,
Rachaad White TB,,5.4,0.1,RB,Rachaad White TB,16,20.4,,,,,,,,,,,,,
Isaiah Davis NYJ,,5.4,0.2,RB,Isaiah Davis NYJ,16,23.6,,,,,,,,,,,,,
Emanuel Wilson GB,,5.8,0.2,RB,Emanuel Wilson GB,16,25.9,,,,,,,,,,,,,
Brian Robinson Jr. SF,,6.2,0.2,RB,Brian Robinson Jr. SF,16,23.2,,,,,,,,,,,,,
Jaleel McLaughlin DEN,,5.4,0.1,RB,Jaleel McLaughlin DEN,16,21.7,,,,,,,,,,,,,
LeQuint Allen Jr. JAC,,4.4,0.1,RB,LeQuint Allen Jr. JAC,16,17.6,,,,,,,,,,,,,
Malik Davis DAL,,4.4,0.2,RB,Malik Davis DAL,16,21.6,,,,,,,,,,,,,
Ameer Abdullah IND,,3.5,0.1,RB,Ameer Abdullah IND,16,15.5,,,,,,,,,,,,,
Jeremy McNichols WAS,,3.2,0.1,RB,Jeremy McNichols WAS,16,13.6,,,,,,,,,,,,,
Trayveon Williams CLE,,2.7,0.1,RB,Trayveon Williams CLE,16,13.8,,,,,,,,,,,,,
Dare Ogunbowale HOU,,3.6,0.1,RB,Dare Ogunbowale HOU,16,11.7,,,,,,,,,,,,,
Jaylen Wright MIA,,3.1,0.1,RB,Jaylen Wright MIA,16,16.0,,,,,,,,,,,,,
Kyle Juszczyk SF,,0.2,0.0,RB,Kyle Juszczyk SF,16,0.6,,,,,,,,,,,,,
Sean Tucker TB,,3.1,0.2,RB,Sean Tucker TB,16,15.2,,,,,,,,,,,,,
Ollie Gordon II MIA,,4.2,0.2,RB,Ollie Gordon II MIA,16,15.1,,,,,,,,,,,,,
Tyler Badie DEN,,2.4,0.0,RB,Tyler Badie DEN,16,9.9,,,,,,,,,,,,,
Brashard Smith KC,,2.0,0.0,RB,Brashard Smith KC,16,7.7,,,,,,,,,,,,,
Rasheen Ali BAL,,0.6,0.0,RB,Rasheen Ali BAL,16,3.5,,,,,,,,,,,,,
Raheem Mostert LV,,2.7,0.1,RB,Raheem Mostert LV,16,10.2,,,,,,,,,,,,,
Ray Davis BUF,,3.5,0.1,RB,Ray Davis BUF,16,11.7,,,,,,,,,,,,,
Tank Bigsby PHI,,2.7,0.1,RB,Tank Bigsby PHI,16,13.6,,,,,,,,,,,,,
Chris Brooks GB,,1.2,0.0,RB,Chris Brooks GB,16,5.4,,,,,,,,,,,,,
Corey Kiner ARI,,2.3,0.1,RB,Corey Kiner ARI,16,10.2,,,,,,,,,,,,,
Adam Prentice DEN,,1.0,0.0,RB,Adam Prentice DEN,16,4.0,,,,,,,,,,,,,
Andrew Beck NYJ,,0.4,0.0,RB,Andrew Beck NYJ,16,1.8,,,,,,,,,,,,,
Hunter Luepke DAL,,0.6,0.0,RB,Hunter Luepke DAL,16,2.4,,,,,,,,,,,,,
Will Shipley PHI,,1.0,0.0,RB,Will Shipley PHI,16,3.6,,,,,,,,,,,,,
Isaac Guerendo SF,,1.0,0.1,RB,Isaac Guerendo SF,16,4.8,,,,,,,,,,,,,
Dylan Laube LV,,1.6,0.0,RB,Dylan Laube LV,16,5.3,,,,,,,,,,,,,
Zavier Scott MIN,,1.3,0.0,RB,Zavier Scott MIN,16,5.3,,,,,,,,,,,,,
Jordan James SF,,1.0,0.1,RB,Jordan James SF,16,3.7,,,,,,,,,,,,,
Tahj Brooks CIN,,1.0,0.0,RB,Tahj Brooks CIN,16,3.5,,,,,,,,,,,,,
Reggie Gilliam BUF,,0.5,0.0,RB,Reggie Gilliam BUF,16,2.0,,,,,,,,,,,,,
British Brooks HOU,,1.3,0.0,RB,British Brooks HOU,16,5.0,,,,,,,,,,,,,
Hassan Haskins LAC,,1.0,0.0,RB,Hassan Haskins LAC,16,2.7,,,,,,,,,,,,,
Alec Ingold MIA,,0.3,0.0,RB,Alec Ingold MIA,16,1.4,,,,,,,,,,,,,
Patrick Ricard BAL,,0.2,0.0,RB,Patrick Ricard BAL,16,0.6,,,,,,,,,,,,,
DJ Giddens IND,,1.0,0.0,RB,DJ Giddens IND,16,3.2,,,,,,,,,,,,,
Trevor Etienne CAR,,1.0,0.0,RB,Trevor Etienne CAR,16,3.8,,,,,,,,,,,,,
C.J. Ham MIN,,0.2,0.1,RB,C.J. Ham MIN,16,0.7,,,,,,,,,,,,,
Raheim Sanders CLE,,0.0,0.0,RB,Raheim Sanders CLE,16,2.3,,,,,,,,,,,,,
Tyler Goodson IND,,0.7,0.0,RB,Tyler Goodson IND,16,2.9,,,,,,,,,,,,,
Khalil Herbert NYJ,,0.9,0.0,RB,Khalil Herbert NYJ,16,2.9,,,,,,,,,,,,,
Kalel Mullings TEN,,0.8,0.0,RB,Kalel Mullings TEN,16,2.9,,,,,,,,,,,,,
Julius Chestnut TEN,,0.6,0.0,RB,Julius Chestnut TEN,16,2.3,,,,,,,,,,,,,
Kene Nwangwu NYJ,,0.8,0.0,RB,Kene Nwangwu NYJ,16,3.4,,,,,,,,,,,,,
Sione Vaki DET,,0.0,0.0,RB,Sione Vaki DET,16,1.3,,,,,,,,,,,,,
DeeJay Dallas JAC,,0.4,0.0,RB,DeeJay Dallas JAC,16,0.9,,,,,,,,,,,,,
Ronnie Rivers LAR,,0.0,0.0,RB,Ronnie Rivers LAR,16,1.1,,,,,,,,,,,,,
Travis Homer CHI,,0.1,0.0,RB,Travis Homer CHI,16,0.1,,,,,,,,,,,,,
Eric Gray NYG,,0.0,0.0,RB,Eric Gray NYG,16,0.0,,,,,,,,,,,,,
Michael Burton DEN,,0.0,0.0,RB,Michael Burton DEN,16,0.0,,,,,,,,,,,,,
Joe Mixon HOU,,0.0,0.0,RB,Joe Mixon HOU,16,0.0,,,,,,,,,,,,,
Justice Hill BAL,,0.0,0.0,RB,Justice Hill BAL,16,0.0,,,,,,,,,,,,,
Jakob Johnson HOU,,0.0,0.0,RB,Jakob Johnson HOU,16,0.0,,,,,,,,,,,,,
Craig Reynolds NE,,0.0,0.0,RB,Craig Reynolds NE,16,0.0,,,,,,,,,,,,,
D'Ernest Johnson NE,,0.0,0.0,RB,D'Ernest Johnson NE,16,0.0,,,,,,,,,,,,,
J.K. Dobbins DEN,,0.0,0.0,RB,J.K. Dobbins DEN,16,0.0,,,,,,,,,,,,,
Cam Akers SEA,,0.0,0.0,RB,Cam Akers SEA,16,0.0,,,,,,,,,,,,,
Clyde Edwards-Helaire KC,,0.0,0.0,RB,Clyde Edwards-Helaire KC,16,0.0,,,,,,,,,,,,,
Trey Sermon PIT,,0.0,0.0,RB,Trey Sermon PIT,16,0.0,,,,,,,,,,,,,
Ty Chandler MIN,,0.0,0.0,RB,Ty Chandler MIN,16,0.0,,,,,,,,,,,,,
Jonathan Ward BAL,,0.0,0.0,RB,Jonathan Ward BAL,16,0.0,,,,,,,,,,,,,
Jaret Patterson LAC,,0.0,0.0,RB,Jaret Patterson LAC,16,0.0,,,,,,,,,,,,,
Keilan Robinson NYJ,,0.0,0.0,RB,Keilan Robinson NYJ,16,0.0,,,,,,,,,,,,,
George Holani SEA,,0.0,0.0,RB,George Holani SEA,16,0.0,,,,,,,,,,,,,
Jerome Ford CLE,,0.0,0.0,RB,Jerome Ford CLE,16,0.0,,,,,,,,,,,,,
Jashaun Corbin NE,,0.0,0.0,RB,Jashaun Corbin NE,16,0.0,,,,,,,,,,,,,
Deuce Vaughn DEN,,0.0,0.0,RB,Deuce Vaughn DEN,16,0.0,,,,,,,,,,,,,
MarShawn Lloyd GB,,0.0,0.0,RB,MarShawn Lloyd GB,16,0.0,,,,,,,,,,,,,
Pierre Strong Jr. GB,,0.0,0.0,RB,Pierre Strong Jr. GB,16,0.0,,,,,,,,,,,,,
Velus Jones Jr. SEA,,0.0,0.0,RB,Velus Jones Jr. SEA,16,0.0,,,,,,,,,,,,,
Braelon Allen NYJ,,0.0,0.0,RB,Braelon Allen NYJ,16,0.0,,,,,,,,,,,,,
Brittain Brown CHI,,0.0,0.0,RB,Brittain Brown CHI,16,0.0,,,,,,,,,,,,,
Roschon Johnson CHI,,0.0,0.0,RB,Roschon Johnson CHI,16,0.0,,,,,,,,,,,,,
Trey Benson ARI,,0.0,0.0,RB,Trey Benson ARI,16,0.0,,,,,,,,,,,,,
Scott Matlock LAC,,0.0,0.0,RB,Scott Matlock LAC,16,0.0,,,,,,,,,,,,,
Carlos Washington Jr. ATL,,0.0,0.0,RB,Carlos Washington Jr. ATL,16,0.0,,,,,,,,,,,,,
Jacob Saylors DET,,0.0,0.0,RB,Jacob Saylors DET,16,0.0,,,,,,,,,,,,,
Carson Steele KC,,0.0,0.0,RB,Carson Steele KC,16,0.0,,,,,,,,,,,,,
Terrell Jennings NE,,0.0,0.0,RB,Terrell Jennings NE,16,0.0,,,,,,,,,,,,,
Josh Williams TB,,0.0,0.0,RB,Josh Williams TB,16,0.0,,,,,,,,,,,,,
Robbie Ouzts SEA,,0.0,0.0,RB,Robbie Ouzts SEA,16,0.0,,,,,,,,,,,,,
Amar Johnson LAC,,0.0,0.0,RB,Amar Johnson LAC,16,0.0,,,,,,,,,,,,,
Amon-Ra St. Brown DET,,89.6,0.7,WR,Amon-Ra St. Brown DET,16,7.4,,,,,,,,,,,,,
Puka Nacua LAR,,95.2,0.5,WR,Puka Nacua LAR,16,7.6,,,,,,,,,,,,,
Ja'Marr Chase CIN,,87.5,0.6,WR,Ja'Marr Chase CIN,16,7.5,,,,,,,,,,,,,
Jaxon Smith-Njigba SEA,,97.3,0.5,WR,Jaxon Smith-Njigba SEA,16,6.7,,,,,,,,,,,,,
CeeDee Lamb DAL,,83.6,0.5,WR,CeeDee Lamb DAL,16,5.9,,,,,,,,,,,,,
Nico Collins HOU,,77.6,0.6,WR,Nico Collins HOU,16,5.3,,,,,,,,,,,,,
A.J. Brown PHI,,73.9,0.6,WR,A.J. Brown PHI,16,5.2,,,,,,,,,,,,,
Chris Olave NO,,70.4,0.5,WR,Chris Olave NO,16,6.0,,,,,,,,,,,,,
Jameson Williams DET,,77.1,0.5,WR,Jameson Williams DET,16,4.8,,,,,,,,,,,,,
Drake London ATL,,70.7,0.5,WR,Drake London ATL,16,5.4,,,,,,,,,,,,,
George Pickens DAL,,73.2,0.5,WR,George Pickens DAL,16,4.9,,,,,,,,,,,,,
Michael Wilson ARI,,66.7,0.4,WR,Michael Wilson ARI,16,5.4,,,,,,,,,,,,,
Tee Higgins CIN,,62.2,0.6,WR,Tee Higgins CIN,16,4.7,,,,,,,,,,,,,
Mike Evans TB,,63.9,0.5,WR,Mike Evans TB,16,4.5,,,,,,,,,,,,,
Zay Flowers BAL,,66.9,0.3,WR,Zay Flowers BAL,16,4.9,,,,,,,,,,,,,
Tetairoa McMillan CAR,,63.5,0.5,WR,Tetairoa McMillan CAR,16,4.6,,,,,,,,,,,,,
DK Metcalf PIT,,64.3,0.5,WR,DK Metcalf PIT,16,4.1,,,,,,,,,,,,,
Justin Jefferson MIN,,62.8,0.4,WR,Justin Jefferson MIN,16,4.6,,,,,,,,,,,,,
Ladd McConkey LAC,,60.5,0.4,WR,Ladd McConkey LAC,16,4.8,,,,,,,,,,,,,
Wan'Dale Robinson NYG,,57.8,0.3,WR,Wan'Dale Robinson NYG,16,5.3,,,,,,,,,,,,,
Courtland Sutton DEN,,57.8,0.5,WR,Courtland Sutton DEN,16,4.4,,,,,,,,,,,,,
Jaylen Waddle MIA,,60.7,0.4,WR,Jaylen Waddle MIA,16,4.5,,,,,,,,,,,,,
DeVonta Smith PHI,,62.1,0.4,WR,DeVonta Smith PHI,16,4.6,,,,,,,,,,,,,
Jauan Jennings SF,,56.4,0.4,WR,Jauan Jennings SF,16,4.4,,,,,,,,,,,,,
DJ Moore CHI,,53.1,0.4,WR,DJ Moore CHI,16,4.1,,,,,,,,,,,,,
Terry McLaurin WAS,,58.6,0.3,WR,Terry McLaurin WAS,16,4.0,,,,,,,,,,,,,
Jakobi Meyers JAC,,54.7,0.3,WR,Jakobi Meyers JAC,16,4.5,,,,,,,,,,,,,
Christian Watson GB,,59.2,0.4,WR,Christian Watson GB,16,3.4,,,,,,,,,,,,,
Stefon Diggs NE,,53.0,0.3,WR,Stefon Diggs NE,16,4.5,,,,,,,,,,,,,
Xavier Worthy KC,,50.9,0.3,WR,Xavier Worthy KC,16,4.0,,,,,,,,,,,,,
Deebo Samuel Sr. WAS,,45.8,0.3,WR,Deebo Samuel Sr. WAS,16,4.3,,,,,,,,,,,,,
Michael Pittman Jr. IND,,45.2,0.3,WR,Michael Pittman Jr. IND,16,4.7,,,,,,,,,,,,,
Jayden Reed GB,,47.6,0.3,WR,Jayden Reed GB,16,3.6,,,,,,,,,,,,,
Brian Thomas Jr. JAC,,53.1,0.3,WR,Brian Thomas Jr. JAC,16,3.6,,,,,,,,,,,,,
Emeka Egbuka TB,,51.2,0.4,WR,Emeka Egbuka TB,16,3.6,,,,,,,,,,,,,
Khalil Shakir BUF,,47.7,0.3,WR,Khalil Shakir BUF,16,4.2,,,,,,,,,,,,,
Chris Godwin Jr. TB,,47.7,0.3,WR,Chris Godwin Jr. TB,16,4.1,,,,,,,,,,,,,
Marvin Harrison Jr. ARI,,50.9,0.4,WR,Marvin Harrison Jr. ARI,16,3.4,,,,,,,,,,,,,
Keenan Allen LAC,,44.5,0.3,WR,Keenan Allen LAC,16,3.9,,,,,,,,,,,,,
Jordan Addison MIN,,46.6,0.4,WR,Jordan Addison MIN,16,3.4,,,,,,,,,,,,,
Jayden Higgins HOU,,42.5,0.4,WR,Jayden Higgins HOU,16,3.7,,,,,,,,,,,,,
Adonai Mitchell NYJ,,48.9,0.3,WR,Adonai Mitchell NYJ,16,3.5,,,,,,,,,,,,,
Jalen Coker CAR,,44.4,0.3,WR,Jalen Coker CAR,16,3.5,,,,,,,,,,,,,
Darius Slayton NYG,,46.9,0.2,WR,Darius Slayton NYG,16,3.0,,,,,,,,,,,,,
Rashid Shaheed SEA,,41.9,0.2,WR,Rashid Shaheed SEA,16,3.1,,,,,,,,,,,,,
Romeo Doubs GB,,40.0,0.3,WR,Romeo Doubs GB,16,3.0,,,,,,,,,,,,,
Marquise Brown KC,,39.6,0.3,WR,Marquise Brown KC,16,3.2,,,,,,,,,,,,,
Josh Downs IND,,33.1,0.3,WR,Josh Downs IND,16,3.7,,,,,,,,,,,,,
Troy Franklin DEN,,35.3,0.3,WR,Troy Franklin DEN,16,3.2,,,,,,,,,,,,,
John Metchie III NYJ,,36.4,0.2,WR,John Metchie III NYJ,16,3.6,,,,,,,,,,,,,
Quentin Johnston LAC,,38.3,0.3,WR,Quentin Johnston LAC,16,2.7,,,,,,,,,,,,,
Tre Tucker LV,,39.4,0.2,WR,Tre Tucker LV,16,3.1,,,,,,,,,,,,,
Cooper Kupp SEA,,38.7,0.2,WR,Cooper Kupp SEA,16,3.1,,,,,,,,,,,,,
